ORIGIN_AIRPORT,DESTINATION_AIRPORT,flight_count,event_count,mean_departure_delay
SAN,PHL,841,109,6.4494649227110585
PDX,IAH,829,87,4.297949336550061
IAH,PDX,823,216,15.015795868772782
DAL,SAN,779,158,10.356867779204109
SAN,DAL,773,162,11.107373868046572
BWI,SAN,771,176,13.479896238651103
CLT,SAN,768,124,8.106770833333334
SAN,DTW,766,48,2.0509138381201044
SAN,CLT,764,64,2.823298429319372
DTW,SAN,764,98,6.206806282722513
SAN,BWI,760,117,8.277631578947368
SEA,BWI,757,89,6.5495376486129455
BWI,SEA,756,138,10.092592592592593
SAN,HOU,751,154,10.501997336884154
HOU,SAN,748,194,13.546791443850267
FLL,HOU,741,108,5.796221322537112
HOU,FLL,739,223,15.265223274695535
TPA,DAL,733,140,10.42155525238745
DAL,TPA,732,194,14.478142076502733
FLL,MCO,729,98,6.7050754458161865
MCO,FLL,725,137,8.787586206896552
SFO,DCA,721,128,9.64493758668516
DCA,SFO,720,124,9.847222222222221
SEA,DCA,719,59,1.9554937413073714
DCA,SEA,718,62,-0.04178272980501393
MDW,PDX,704,184,14.061079545454545
PDX,MDW,703,90,7.2759601706970125
FLL,PHX,702,92,5.454415954415954
PHX,FLL,702,133,9.920227920227921
SLC,DCA,685,98,6.547445255474453
DCA,SLC,684,77,11.353801169590643
CLT,MDW,677,105,8.221565731166914
MDW,CLT,676,161,12.155325443786982
CLT,SLC,670,101,6.967164179104477
SLC,CLT,668,79,3.341317365269461
MIA,PHX,668,128,9.142215568862275
PHX,MIA,667,81,9.286356821589205
PHL,SLC,641,128,11.188767550702028
SLC,PHL,639,78,4.895148669796557
FLL,MSP,636,113,8.367924528301886
LAX,TPA,635,143,10.17007874015748
TPA,LAS,635,92,7.371653543307087
MSP,FLL,634,92,5.417981072555205
TPA,LAX,634,69,4.369085173501578
LAS,TPA,634,156,14.736593059936908
SLC,BOS,622,63,3.8633440514469455
BOS,SLC,621,86,6.837359098228664
DFW,JFK,585,187,18.846153846153847
JFK,DFW,583,77,8.27958833619211
SAN,MCO,533,85,8.891181988742964
MCO,SAN,533,86,7.129455909943715
PDX,BOS,519,60,3.402697495183044
BOS,PDX,519,74,4.229287090558767
SEA,MCO,480,33,0.4125
MCO,SEA,477,77,6.616352201257862
IAH,DAL,463,50,2.509719222462203
DAL,IAH,463,41,3.833693304535637
SAN,MIA,418,41,3.763157894736842
MIA,SAN,418,84,7.978468899521531
CLT,HOU,408,131,15.455882352941176
HOU,CLT,406,144,17.958128078817733
SEA,DAL,406,100,13.766009852216749
DAL,SEA,405,106,14.911111111111111
SEA,MIA,370,40,7.135135135135135
MIA,SEA,370,109,13.781081081081082
JFK,HOU,367,97,15.746594005449591
TPA,SEA,365,64,6.117808219178082
SEA,FLL,365,35,2.589041095890411
DCA,PDX,365,40,2.0273972602739727
PDX,DCA,365,25,0.6520547945205479
HOU,JFK,365,118,19.649315068493152
SEA,TPA,365,30,2.5178082191780824
FLL,SEA,365,74,7.123287671232877
PDX,EWR,364,62,9.395604395604396
LAS,DCA,359,38,2.8272980501392757
DCA,LAS,355,32,3.3183098591549296
EWR,PDX,351,165,32.61538461538461
BWI,JFK,340,71,11.702941176470588
JFK,BWI,331,68,10.223564954682779
DTW,JFK,330,75,16.227272727272727
SFO,BWI,323,81,13.975232198142415
BWI,SFO,321,26,5.289719626168225
SLC,EWR,316,52,7.3765822784810124
EWR,SLC,316,55,12.91139240506329
JFK,DTW,309,69,14.20388349514563
EWR,BWI,298,69,11.020134228187919
BWI,EWR,293,51,9.77815699658703
PDX,CLT,277,23,1.7509025270758123
CLT,PDX,277,50,8.108303249097473
DAL,PDX,267,56,13.086142322097379
PDX,DAL,267,38,6.50561797752809
DTW,PDX,249,59,15.29718875502008
PDX,DTW,249,24,2.9919678714859437
PHL,LGA,235,51,8.782978723404256
LGA,PHL,188,10,-0.6861702127659575
MIA,SLC,161,34,11.46583850931677
SLC,MIA,161,26,8.01863354037267
PHL,PDX,150,40,10.34
PDX,PHL,149,25,8.093959731543624
HOU,SEA,147,45,20.183673469387756
SEA,HOU,146,33,14.41095890410959
BOS,DAL,145,33,10.462068965517242
PHL,DAL,145,24,11.882758620689655
SLC,DAL,145,2,-1.006896551724138
DAL,CLT,145,21,6.896551724137931
DTW,DAL,145,7,2.110344827586207
DAL,SLC,145,28,12.86896551724138
DAL,BOS,145,14,3.117241379310345
DAL,PHL,145,22,9.76551724137931
CLT,DAL,145,28,10.613793103448275
DAL,DTW,144,41,18.895833333333332
PHL,DCA,113,29,12.380530973451327
DCA,PHL,109,8,4.6880733944954125
HOU,PDX,63,21,18.984126984126984
PDX,HOU,62,18,15.274193548387096
PDX,BWI,62,20,25.56451612903226
BWI,PDX,62,17,17.161290322580644
SLC,HOU,9,0,-0.5555555555555556
HOU,SLC,9,6,38.333333333333336
PHL,BWI,7,5,18.285714285714285
BWI,PHL,7,0,-6.142857142857143
EWR,PHL,2,0,-6.0
SLC,TPA,1,0,6.0
TPA,SFO,1,0,-4.0
TPA,SLC,1,0,-6.0
